food_code,food_name,food_type,veg_flag,cuisine_region,meal_slots,search_alias,energy_kcal,protein_g,carb_g,fat_g,fibre_g,calcium_mg,iron_mg,magnesium_mg,sodium_mg,potassium_mg,cholesterol_mg,servings_unit,serving_grams,unit_serving_energy_kcal
OSR058,Pickled cabbage ,dish,veg,Pan-Indian,"lunch, dinner",,13.69,0.39,2.56,0.14,0.61,15.96,0.19,6.13,121.39,58.17,0.0,jar,50.0,6.84
OSR059,Coconut pickle (Nariyal ka aachar),condiment,veg,South Indian,"breakfast, lunch, high tea, dinner",Nariyal ka aachar,517.26,3.02,11.53,51.71,6.35,44.78,2.62,32.21,176.54,342.27,0.0,jar,28.0,144.86
OSR060,Potato pickle (Aloo ka achaar),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Aloo ka achaar,369.14,2.07,7.87,36.46,2.21,48.46,1.12,34.8,213.73,311.23,0.0,bowl,46.9,173.17
OSR061,Mango murabba candy,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,293.35,0.27,77.32,0.05,0.95,16.55,0.33,7.64,13.71,56.54,0.0,candy,76.0,222.94
OSR062,Afghani chicken,dish,non-veg,Pan-Indian,"lunch, dinner",,151.51,15.66,1.95,9.07,0.31,35.14,1.04,28.36,87.02,259.04,42.14,plate,189.8,287.5
OSR063,Fish orly,dish,non-veg,Pan-Indian,"lunch, dinner",,563.7,5.87,4.27,58.18,0.33,9.55,0.31,11.85,136.37,94.43,11.78,fillet,180.0,1014.66
OSR064,Hariyali Fish Tikka,dish,non-veg,Pan-Indian,"lunch, dinner",,150.24,14.01,2.21,9.41,0.99,34.86,0.83,33.88,100.45,257.74,43.28,kebab,178.5,268.25
OSR065,Chicken manchurian,dish,non-veg,Pan-Indian,"lunch, dinner",,142.34,9.53,6.06,11.96,0.41,26.52,1.28,16.57,2414.77,179.84,37.88,plate,300.0,427.02
OSR066,Handi chicken,dish,non-veg,Pan-Indian,"lunch, dinner",,166.02,12.32,1.49,12.46,0.67,26.85,0.93,18.15,75.64,214.67,33.71,plate,231.9,384.96
OSR067,Lemon chicken,dish,non-veg,Pan-Indian,"lunch, dinner",,169.79,20.2,0.55,9.66,0.16,17.4,0.95,19.91,79.93,282.83,60.15,plate,286.6,486.57
OSR068,Lemon butter fish,dish,non-veg,Pan-Indian,"lunch, dinner",,160.25,16.38,0.75,10.26,0.36,18.66,0.4,29.57,187.72,240.34,46.11,piece,200.0,320.49
OSR069,Baked eggs in tomato sauce,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,80.05,4.92,3.78,5.22,0.01,71.94,1.31,20.55,188.21,321.52,77.26,plate,300.0,240.15
OSR070,Egg in a pepper,dish,egg,Pan-Indian,"lunch, dinner",,128.78,12.64,0.17,8.68,0.17,48.25,1.76,12.83,183.89,144.67,345.88,egg,400.0,515.12
OSR071,Spinach mushroom scrambled egg (Palak mushroom bhurji),dish,egg,Pan-Indian,breakfast,Palak mushroom bhurji,158.85,13.28,0.59,11.51,0.39,140.31,1.6,19.41,227.97,180.76,276.56,plate,116.4,184.98
OSR072,Corn omelette/omlet,dish,egg,Pan-Indian,breakfast,omlet,166.93,11.37,1.57,12.89,0.02,96.22,1.34,17.36,166.42,145.92,253.36,omelette,194.2,324.26
OSR073,Cajun chicken,dish,non-veg,Pan-Indian,"lunch, dinner",,184.94,12.69,1.94,13.99,0.89,156.98,0.53,18.93,1740.13,181.55,39.32,chicken breast,167.5,309.78
OSR074,Paaner do pyaza,dish,veg,Pan-Indian,"lunch, dinner",,127.7,4.22,3.41,10.87,0.84,57.22,0.45,17.05,160.66,135.24,15.07,bowl,231.9,296.11
OSR075,Cabbage manchurian (Pattagobhi manchurian),dish,veg,Pan-Indian,"lunch, dinner",Pattagobhi manchurian,224.26,0.64,4.85,22.48,0.37,3.18,0.2,3.5,75.02,34.44,0.18,bowl,250.0,560.65
OSR076,Gobi 65,dish,veg,Pan-Indian,"lunch, dinner",,278.29,0.56,3.59,29.11,0.57,12.37,0.3,5.75,69.22,56.39,0.29,plate,300.0,834.87
OSR077,Paneer lababdar,dish,veg,North Indian,"lunch, dinner",,105.48,3.98,3.37,8.46,1.16,55.56,0.56,19.63,142.45,145.5,7.19,bowl,250.0,263.7
OSR078,Roasted cauliflower steak,dish,veg,Pan-Indian,"lunch, dinner",,78.68,2.05,2.02,6.7,3.53,24.47,0.95,22.2,120.19,311.66,0.0,cauliflower steak,107.4,84.48
OSR079,Sauteed radishes with green beans,dish,veg,Pan-Indian,"lunch, dinner",,94.32,2.41,6.04,6.61,3.52,40.2,1.01,45.13,65.1,323.33,7.44,plate,96.6,91.11
OSR080,Garlic chutney/Poondu chutney (Lahasun ki chutney),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Lahasun ki chutney; Poondu chutney,255.51,3.34,20.44,17.55,5.15,63.51,3.26,50.97,177.62,541.63,0.0,small bowl,79.4,202.83
OSR081,Schezwan chutney,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,205.19,3.33,10.79,17.72,5.72,35.46,1.96,35.17,486.27,412.31,0.79,box,100.0,205.19
OSR082,Bengal 5 Spice Blend (Panch Phoran),dish,veg,East Indian,"lunch, dinner",Panch Phoran,289.79,18.26,20.0,22.16,18.4,523.0,13.37,253.0,51.43,1026.2,0.0,1 katori,150.0,434.68
OSR083,Onion chutney (Pyaaz ki chutney/Vengaya chutney),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Pyaaz ki chutney/Vengaya chutney,143.94,2.97,13.52,8.38,4.6,28.5,1.19,37.83,256.89,342.69,0.0,cup,52.5,75.51
OSR085,Dates chutney (Khajoor ki chutney),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Khajoor ki chutney,103.57,1.07,21.69,1.12,3.41,28.72,1.19,29.16,76.77,288.06,0.0,small bowl,220.0,227.85
OSR086,Chicken salad,dish,non-veg,Pan-Indian,"lunch, dinner",,338.19,15.33,1.3,30.26,2.0,43.19,1.23,58.53,50.62,284.46,47.62,bowl,247.0,835.34
OSR087,Macaroni salad,dish,veg,Pan-Indian,"lunch, dinner",,262.19,5.02,21.63,17.78,0.56,35.7,0.77,18.72,163.99,147.09,58.64,cup,161.0,422.24
OSR088,Cabbage raita (Pattagobhi raita),dish,veg,Pan-Indian,"lunch, dinner",Pattagobhi raita,84.84,3.24,5.25,5.76,0.93,118.49,0.19,15.55,125.31,210.13,16.26,bowl,232.1,196.95
OSR089,Pomegranate raita (Anaar ka raita),dish,veg,Pan-Indian,"lunch, dinner",Anaar ka raita,72.64,4.05,7.15,3.24,0.6,138.31,0.25,14.73,195.18,208.12,4.67,bowl,144.3,104.79
OSR090,Onion raita (Pyaaz ka raita),dish,veg,Pan-Indian,"lunch, dinner",Pyaaz ka raita,71.56,4.86,7.86,2.43,0.65,163.8,0.3,20.55,189.96,269.88,8.61,bowl,156.5,111.99
OSR091,Green chilli raita (Hari mirch ka raita),dish,veg,Pan-Indian,"lunch, dinner",Hari mirch ka raita,77.13,5.58,7.66,2.92,0.26,193.58,0.21,20.12,161.31,286.94,10.52,bowl,102.5,79.07
OSR092,Kale salad,dish,veg,Pan-Indian,"lunch, dinner",,177.71,4.86,5.01,15.33,1.36,109.11,1.3,32.2,292.04,336.77,6.12,bowl,53.7,95.35
OSR093,Spinach and paneer souffle ,dish,veg,North Indian,"high tea, lunch, dinner",,186.19,7.56,9.64,13.49,1.07,114.32,1.4,21.0,434.68,197.9,76.02,souffle dish,200.0,372.38
OSR094,Masala souffle ,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,123.51,6.38,8.02,7.37,1.24,103.68,0.74,18.3,131.14,274.75,86.45,souffle dish,200.0,247.02
OSR095,Chicken and cheese souffle,dish,non-veg,Pan-Indian,"high tea, lunch, dinner",,182.35,9.07,3.47,14.74,0.26,61.71,0.63,12.25,120.93,160.39,89.24,souffle dish,195.5,356.5
OSR096,Tamarind chutney (Chintapandu pachadi/Puli chutney),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Chintapandu pachadi/Puli chutney,109.15,0.88,25.07,0.48,1.65,40.3,1.95,32.91,75.61,235.6,0.68,ml,15.0,16.37
OSR097,Pav bhaji masala,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,230.47,9.13,29.15,10.96,24.3,588.91,12.84,269.44,1814.66,1258.15,0.0,gm,15.0,34.57
OSR098,Green chutney,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,79.42,5.42,10.01,1.6,5.84,112.74,4.58,73.93,262.81,508.96,0.0,glass jar,24.4,19.38
OSR099,Sago khitchdi/khichri (Sabudana khitchdi/khichri),dish,veg,Pan-Indian,"lunch, dinner",Sabudana khitchdi/khichri; khichri,187.16,2.72,22.41,10.1,1.82,15.13,0.86,27.71,100.26,189.28,12.24,bowl,250.0,467.9
OSR100,Gram flour chilla/cheela (Besan chilla/cheela),dish,veg,Pan-Indian,breakfast,Besan chilla/cheela; cheela,135.93,7.8,21.03,2.85,4.25,28.38,2.19,27.71,135.57,168.7,0.0,cheela,52.1,70.78
OSR101,Vegetable namkeen jave,dish,veg,Pan-Indian,high tea,,112.23,2.93,18.98,2.51,2.86,10.32,1.07,14.39,32.13,91.36,3.41,plate,300.0,336.69
OSR102,Khakhra,dish,veg,Pan-Indian,"lunch, dinner",,178.5,4.78,27.66,5.32,5.43,21.27,2.14,57.11,184.16,166.32,0.0,khakhra,75.7,135.1
OSR103,Moong bean dosa (Pesarattu),dish,veg,South Indian,breakfast,Pesarattu,285.96,12.32,31.91,11.67,6.04,36.44,3.38,86.95,61.36,704.21,17.86,pesarattu,26.6,75.94
OSR104,Methi thepla,dish,veg,West Indian,breakfast,,346.16,8.98,41.34,15.95,7.56,73.51,4.52,83.17,543.27,298.37,1.85,thepla,36.4,126.16
OSR105,Rice puttu (Ari puttu),dish,veg,South Indian,"breakfast, lunch, dinner",Ari puttu,81.98,1.26,11.82,3.13,0.76,4.96,0.42,8.0,48.28,69.57,0.0,puttu,200.0,163.96
OSR106,Buckwheat pancake (Khura),dish,veg,Pan-Indian,high tea,Khura,263.3,2.91,27.28,16.43,0.56,11.32,0.69,16.71,69.97,100.05,41.31,pancake,104.4,274.93
OSR107,Quinoa khichdi/khichri,dish,veg,Pan-Indian,"lunch, dinner",khichri,64.01,3.18,8.83,1.59,2.58,24.59,1.12,25.3,69.64,174.76,2.61,bowl,250.0,160.03
OSR108,Khakhra chaat,dish,veg,North Indian,high tea,,358.66,4.52,16.64,30.65,3.04,24.49,1.26,27.23,102.78,173.44,0.06,plate,300.0,1075.98
OSR110,Banana appam,dish,veg,South Indian,breakfast,,469.81,1.17,20.06,42.53,0.67,13.74,0.77,19.47,20.14,142.99,0.0,appam,290.4,1364.2
OSR111,Veg manchurian,dish,veg,Pan-Indian,"lunch, dinner",,585.64,0.89,6.82,61.65,1.16,16.79,0.31,7.53,65.31,83.3,0.0,plate,194.9,1141.69
OSR112,Pav bhaji,dish,veg,Pan-Indian,"lunch, dinner",,96.53,2.66,11.99,4.32,1.98,24.86,0.97,12.69,163.89,139.3,8.91,1 plate,350.0,337.86
OSR113,Rice murukku,dish,veg,Pan-Indian,"lunch, dinner",,593.99,5.41,33.29,48.22,2.18,24.63,1.7,29.19,63.31,224.26,5.32,piece,30.9,183.29
OSR114,Bhel puri ,dish,veg,Pan-Indian,"high tea, lunch, dinner",,509.89,3.52,16.47,47.91,2.24,24.22,1.29,22.42,93.98,150.56,0.0,plate,300.0,1529.67
OSR115,Semolina dhokla (Suji/Rava dhokla),dish,veg,West Indian,high tea,Suji/Rava dhokla,194.91,5.44,30.86,5.2,5.12,31.17,2.52,28.69,443.39,194.28,0.0,plate,100.2,195.36
OSR116,Spicy corn chaat ,dish,veg,North Indian,high tea,,479.8,4.61,11.45,46.55,2.17,17.28,0.84,21.18,86.5,124.8,3.89,plate,300.0,1439.4
OSR118,Jackfruit fritters (Ponsa mulik/Kathal ka pakora),dish,veg,Pan-Indian,high tea,Ponsa mulik/Kathal ka pakora,597.79,2.34,24.0,54.41,1.5,24.62,1.15,30.82,46.39,176.51,0.0,mulik/fritter,26.8,160.12
OSR119,Banana chips (Kele ke chips),dish,veg,Pan-Indian,breakfast,Kele ke chips,665.67,0.37,7.32,70.46,0.65,2.01,0.19,9.04,86.87,106.43,0.0,bowl,170.4,1134.13
OSR120,Wheat cake,dish,veg,Pan-Indian,high tea,,314.63,4.79,41.13,14.95,2.76,98.91,1.08,39.22,82.96,183.29,40.13,piece,66.8,210.21
OSR121,Mango cheesecake,dish,veg,Pan-Indian,high tea,,152.46,2.39,20.06,7.3,1.14,55.1,0.53,13.97,107.12,139.64,16.9,slice,174.2,265.56
OSR122,Carrot cake (Gajar ka cake),dish,veg,Pan-Indian,high tea,Gajar ka cake,255.59,5.6,35.98,10.27,2.93,156.1,1.03,39.07,158.74,273.12,11.61,slice,99.9,255.46
OSR123,Semolina cake (Suji/Rava cake),dish,veg,Pan-Indian,high tea,Suji/Rava cake,374.14,6.58,31.32,25.18,5.37,128.28,1.36,39.58,91.36,349.46,27.06,square,59.0,220.74
OSR124,Finger millet cake (Ragi cake),dish,veg,Pan-Indian,high tea,Ragi cake,279.46,3.96,38.93,12.27,2.35,118.38,1.35,49.57,98.26,191.33,25.2,slice,98.6,275.6
OSR125,Honey cake,dish,veg,Pan-Indian,high tea,,333.59,3.08,49.04,14.7,0.51,50.86,0.46,9.73,72.55,88.76,1.54,slice,163.7,546.05
OSR126,Almond cardamom cake (Badam elaichi cake),dish,veg,Pan-Indian,high tea,Badam elaichi cake,356.35,7.18,34.53,21.36,2.35,81.29,1.29,52.9,155.37,173.38,74.32,slice,68.1,242.84
OSR127,Tutti frutti cake,dish,veg,Pan-Indian,high tea,,347.72,4.49,52.94,12.68,0.85,61.41,0.62,14.16,106.36,109.79,2.46,cake,100.0,347.72
OSR128,Ham and Bean soup,dish,non-veg,Pan-Indian,"lunch, dinner",,96.04,10.61,4.18,4.15,0.54,20.52,0.88,22.97,378.14,309.3,25.92,bowl,150.8,144.82
OSR129,Whey soup,dish,veg,Pan-Indian,"lunch, dinner",,68.91,3.45,6.26,3.34,0.84,164.92,0.55,19.08,87.08,158.89,0.83,bowl,223.4,153.96
OSR130,Bottle gourd soup (Ghiya/Lauki soup),dish,veg,Pan-Indian,"lunch, dinner",Ghiya/Lauki soup,23.05,0.45,1.16,1.79,0.96,15.14,0.26,5.92,53.81,61.68,0.72,bowl,250.0,57.62
OSR131,Baked potato soup,dish,veg,Pan-Indian,"lunch, dinner",,147.05,5.73,5.85,11.21,0.3,106.56,0.27,12.65,268.69,184.87,26.31,bowl,250.0,367.62
OSR132,Pumpkin soup,dish,veg,Pan-Indian,"lunch, dinner",,40.05,0.47,2.08,3.2,1.19,12.17,0.19,5.38,45.5,115.19,0.86,bowl,250.0,100.12
OSR133,Sweet corn soup,dish,veg,Pan-Indian,"lunch, dinner",,32.25,0.99,3.56,1.63,0.31,3.72,0.41,11.22,22.35,86.92,0.0,bowl,250.0,80.62
OSR134,Paneer soup,dish,veg,North Indian,"lunch, dinner",,47.85,3.22,2.42,2.8,0.28,82.76,0.3,6.55,68.03,27.66,0.0,bowl,250.0,119.62
OSR135,Curried Cauliflower soup,dish,veg,Pan-Indian,"lunch, dinner",,37.32,6.72,3.12,9.77,2.34,37.25,2.12,33.71,7311.44,333.51,4.77,cup,200.0,74.64
OSR136,Millet soup,dish,veg,Pan-Indian,"lunch, dinner",,55.99,11.26,8.22,12.57,2.82,65.21,2.74,48.47,10918.83,382.18,1.45,bowl,231.5,129.64
OSR137,Lemon coriander soup,dish,veg,Pan-Indian,"lunch, dinner",,108.06,2.27,10.32,6.26,6.77,102.57,3.47,54.52,219.17,368.81,0.0,bowl,48.6,52.52
OSR138,Garlic soup,dish,veg,Pan-Indian,"lunch, dinner",,194.86,2.38,6.99,17.62,1.66,60.55,0.73,18.08,179.26,247.47,22.92,bowl,144.0,280.6
OSR139,Dal makhani,dish,veg,North Indian,"lunch, dinner",,74.04,3.32,7.96,3.06,2.27,20.62,1.23,27.39,41.85,199.4,7.25,bowl,250.0,185.1
OSR141,Dalma,dish,veg,Pan-Indian,"lunch, dinner",,118.93,4.91,15.04,4.58,2.16,54.28,2.1,43.25,49.35,390.38,0.0,bowl,250.0,297.32
OSR142,Split bengal gram dal (Channa dal),dish,veg,North Indian,"lunch, dinner",Channa dal,99.67,4.15,9.99,4.62,3.72,21.99,1.92,29.5,46.4,232.72,8.53,bowl,250.0,249.18
OSR143,Horsegram dal (Kulthi dal) ,dish,veg,Pan-Indian,"lunch, dinner",Kulthi dal,55.65,2.91,8.21,1.13,1.52,38.22,1.3,23.01,63.63,173.06,0.0,bowl,250.0,139.12
OSR144,Panchmel dal,dish,veg,Pan-Indian,"lunch, dinner",,111.22,4.63,10.71,5.36,3.2,23.05,1.42,32.49,79.46,269.92,11.86,bowl,250.0,278.05
OSR145,Dal dhokli,dish,veg,Pan-Indian,"lunch, dinner",,68.74,2.96,8.55,2.47,1.86,14.54,0.79,23.63,37.53,152.23,0.0,bowl,250.0,171.85
OSR146,Gujarati handvo ,dish,veg,West Indian,"lunch, dinner",,207.09,8.24,31.86,4.8,4.95,68.21,2.03,47.32,308.55,411.2,1.93,cake,100.0,207.09
OSR147,Sev (Omapodi/Karapusa),dish,veg,Pan-Indian,high tea,Omapodi/Karapusa,609.14,5.12,12.87,60.08,2.35,13.95,0.72,14.55,53.19,71.96,0.0,plate,137.0,834.22
OSR148,Papdi,dish,veg,Pan-Indian,high tea,,708.96,1.83,12.89,72.11,0.56,6.06,0.44,6.63,28.91,31.06,0.0,plate,173.7,1231.38
OSR151,Jowar dosa,dish,veg,South Indian,breakfast,,294.35,8.5,40.53,10.28,5.56,19.46,2.03,71.56,97.25,339.77,0.0,dosa,33.0,97.25
OSR152,Bread roll,dish,veg,Pan-Indian,high tea,,435.46,2.85,16.12,40.25,1.45,44.83,0.71,13.0,139.34,153.42,0.0,bread roll,121.0,526.92
OSR153,Soya seekh kebab,dish,veg,Pan-Indian,"lunch, dinner",,115.05,5.4,10.0,5.88,2.24,15.67,1.26,28.77,92.25,306.02,0.0,kabab,57.1,65.75
OSR154,Classic seasoned black beans,dish,veg,Pan-Indian,"lunch, dinner",,28.78,8.01,7.66,8.28,3.51,40.11,1.9,23.45,7989.07,201.49,0.0,bowl,176.2,50.71
OSR155,Maa chaane ki dal,dish,veg,Pan-Indian,"lunch, dinner",,344.67,19.8,43.11,9.5,13.45,68.65,5.97,123.32,43.31,923.92,15.36,bowl,81.1,279.44
OSR156,Garlic chickpea soup (Lahasun aur chane ka shoraba),dish,veg,Pan-Indian,"lunch, dinner",Lahasun aur chane ka shoraba,89.53,4.45,13.92,2.01,2.84,13.93,0.96,18.79,79.73,177.33,0.0,soup bowl,300.0,268.59
OSR999,Rooh Afza,drink,veg,North Indian,"breakfast, lunch, high tea, dinner",rose syrup; Ruh Afza; sharbat,300.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,glass,30.0,90.0
